ee_#,flsa_category,pr_dept,craft_class_code,project_code,effective_date,reason
241499,Non-Exempt,4104,18-41-1002,55094,10/30/2023,Transfer
317365,Non-Exempt,4104,18-41-1002,55094,7/8/2024,Transfer
317365,Non-Exempt,4104,18-41-1002,55094,8/20/2024,Transfer
320149,Non-Exempt,4104,18-74-400,55109,8/6/2024,Transfer
320149,Non-Exempt,4104,18-74-400,55109,11/21/2024,Transfer
302208,Non-Exempt,4104,18-41-1003,55085,3/13/2023,Transfer
306028,Non-Exempt,4104,18-198-500,55107,9/18/2023,Transfer
272217,Exempt,4104,18-2-S222,Unknown,11/3/2022,Transfer
272217,Exempt,4104,18-2-S222,Unknown,12/12/2022,Transfer
272217,Exempt,4104,18-2-S222,Unknown,3/14/2023,Transfer
272217,Exempt,4104,18-2-S222,Unknown,7/10/2023,Transfer
272217,Exempt,4104,18-2-S222,Unknown,2/5/2024,Transfer
272217,Exempt,4104,18-2-S222,Unknown,10/21/2024,Transfer
272217,Non-Exempt,4104,18-2-S222,Unknown,10/11/2021,Transfer
272217,Non-Exempt,4104,18-2-S222,Unknown,11/29/2021,Transfer
292074,Exempt,4104,18-2-S231,55120,6/12/2023,Transfer
292074,Exempt,4104,18-2-S231,55120,9/4/2023,Transfer
292074,Exempt,4104,18-2-S231,55120,10/9/2023,Transfer
292074,Exempt,4104,18-2-S231,55120,9/9/2024,Transfer
292074,Exempt,4104,18-2-S231,55120,1/6/2025,Transfer
292074,Exempt,4104,18-2-S231,55120,1/6/2025,Transfer
302964,Non-Exempt,4104,18-41-1003,55093,6/13/2023,Transfer
101075,Exempt,4104,18-4-S429,55137,9/9/2024,Transferred in
306180,Non-Exempt,4104,18-40-1001,55093,4/27/2023,Transfer
329105,Non-Exempt,4104,18-47-101,55138,12/2/2024,Transfer
311534,Non-Exempt,4104,18-47-101,55138,12/2/2024,Transfer
316587,Non-Exempt,4104,18-6-A621,55723,5/20/2024,Transfer
308576,Non-Exempt,4104,18-77-400,55113,7/17/2023,Transfer
308576,Non-Exempt,4104,18-77-400,55113,9/27/2023,Transfer
308576,Non-Exempt,4104,18-77-400,55113,10/30/2024,Transfer
324083,Non-Exempt,4104,18-30-1000,55100,11/6/2024,Transfer
279968,Non-Exempt,4104,18-2-3110,55087,4/25/2023,Transfer
285592,Non-Exempt,4104,18-77-702,55143,4/25/2023,Transfer
285592,Non-Exempt,4104,18-77-702,55143,3/28/2024,Transfer
285592,Non-Exempt,4104,18-77-702,55143,2/10/2025,Transfer
315200,Non-Exempt,4104,18-41-1002,55087,11/30/2023,Transfer
315200,Non-Exempt,4104,18-41-1002,55087,11/18/2024,Transfer
303905,Non-Exempt,4104,18-40-1002,55090,6/20/2023,Transfer
300300,Non-Exempt,4104,18-798-600,55101,1/23/2023,Transfer
300300,Non-Exempt,4104,18-798-600,55101,10/21/2024,Transfer
325877,Non-Exempt,4104,18-40-1002,55100,10/14/2024,Transfer
317206,Non-Exempt,4104,18-40-1002,55094,4/2/2024,Transfer
323954,Non-Exempt,4104,18-30-1003,55123,8/19/2024,Transfer
323954,Non-Exempt,4104,18-30-1003,55123,10/21/2024,Transfer
324289,Non-Exempt,4104,18-796-501,55074,12/3/2024,Transfer
296563,Exempt,4104,18-2-S271,55138,4/8/2024,Transfer
296563,Exempt,4104,18-2-S271,55138,9/9/2024,Transfer
296563,Exempt,4104,18-2-S271,55138,1/6/2025,Transfer
296563,Non-Exempt,4104,18-2-S271,55138,8/18/2022,Transfer
296563,Non-Exempt,4104,18-2-S271,55138,9/12/2022,Transfer
296563,Non-Exempt,4104,18-2-S271,55138,5/22/2023,Transfer
296563,Non-Exempt,4104,18-2-S271,55138,1/4/2024,Transfer
290626,Non-Exempt,4104,18-77-401,55143,9/11/2024,Transfer
283696,Non-Exempt,4104,18-77-405,55812,6/2/2023,Transfer
283696,Non-Exempt,4104,18-77-405,55812,7/7/2023,Transfer
283696,Non-Exempt,4104,18-77-405,55812,2/22/2024,Transfer
283696,Non-Exempt,4104,18-77-405,55812,11/7/2024,Transfer
308108,Non-Exempt,4104,18-197-400,55105,6/19/2023,Transfer
308108,Non-Exempt,4104,18-197-400,55105,8/7/2023,Transfer
308108,Non-Exempt,4104,18-197-400,55105,6/5/2024,Transfer
308108,Non-Exempt,4104,18-197-400,55105,7/17/2024,Transfer
316117,Non-Exempt,4104,18-8-1004,55090,1/17/2024,Transfer
315345,Non-Exempt,4104,18-5-5010,55096,7/2/2024,Transfer
287662,Exempt,4104,18-4-S406,55101,6/12/2023,Transfer
287662,Exempt,4104,18-4-S406,55101,9/4/2023,Transfer
287662,Exempt,4104,18-4-S406,55101,10/9/2023,Transfer
287662,Exempt,4104,18-4-S406,55101,1/8/2024,Transfer
324469,Non-Exempt,4104,18-77-405,55138,2/10/2025,Transfer
289529,Exempt,4104,18-2-S222,55123,6/21/2022,Transfer
289529,Exempt,4104,18-2-S222,55123,6/12/2023,Transfer
289529,Exempt,4104,18-2-S222,55123,9/4/2023,Transfer
289529,Exempt,4104,18-2-S222,55123,10/9/2023,Transfer
289529,Exempt,4104,18-2-S222,55123,12/22/2023,Transfer
289529,Exempt,4104,18-2-S222,55123,8/26/2024,Transfer
318687,Non-Exempt,4104,18-40-1001,55100,8/1/2024,Transfer
303774,Exempt,4104,18-2-S271,55087,2/5/2024,Transfer
303774,Exempt,4104,18-2-S271,55087,7/1/2024,Transfer
303774,Exempt,4104,18-2-S271,55087,9/9/2024,Transfer
303774,Exempt,4104,18-2-S271,55087,11/11/2024,Transfer
303774,Non-Exempt,4104,18-2-S271,55087,6/12/2023,Transfer
303774,Non-Exempt,4104,18-2-S271,55087,10/9/2023,Transfer
303774,Non-Exempt,4104,18-2-S271,55087,11/27/2023,Transfer
290627,Non-Exempt,4104,18-2-3230,55123,1/31/2022,Transfer
290627,Non-Exempt,4104,18-2-3230,55123,12/18/2022,Transfer
290627,Non-Exempt,4104,18-2-3230,55123,10/9/2023,Transfer
290627,Non-Exempt,4104,18-2-3230,55123,4/16/2024,Transfer
290627,Non-Exempt,4104,18-2-3230,55123,12/2/2024,Transfer
304658,Non-Exempt,4104,18-40-1001,55094,5/3/2023,Transfer
304658,Non-Exempt,4104,18-40-1001,55094,3/25/2024,Transfer
304658,Non-Exempt,4104,18-40-1001,55094,4/2/2024,Transfer
317609,Non-Exempt,4104,18-40-1001,55100,4/2/2024,Transfer
317609,Non-Exempt,4104,18-40-1001,55100,7/23/2024,Transfer
295558,Non-Exempt,4104,18-5-5160,55113,8/14/2023,Transfer
295558,Non-Exempt,4104,18-5-5160,55113,9/12/2023,Transfer
295558,Non-Exempt,4104,18-5-5160,55113,7/8/2024,Transfer
295558,Non-Exempt,4104,18-5-5160,55113,7/8/2024,Transfer
305327,Non-Exempt,4104,18-40-1001,55089,3/18/2024,Transfer
314693,Non-Exempt,4104,18-40-1001,55086,3/18/2024,Transfer
314693,Non-Exempt,4104,18-40-1001,55086,10/10/2024,Transfer
289148,Non-Exempt,4104,18-2-3070,55087,6/6/2022,Transfer
280719,Non-Exempt,4104,18-41-1001,55076,11/15/2021,Transfer
305101,Non-Exempt,4104,18-40-1001,55103,11/27/2023,Transfer
301959,Non-Exempt,4104,18-64-1002,55801,4/17/2023,Transfer
301959,Non-Exempt,4104,18-64-1002,55801,8/1/2023,Transfer
301959,Non-Exempt,4104,18-64-1002,55801,10/16/2023,Transfer
318121,Non-Exempt,4104,18-47-400,55113,3/20/2024,Transfer
316434,Non-Exempt,4104,18-47-102,55138,4/23/2024,Transfer
316434,Non-Exempt,4104,18-47-102,55138,12/11/2024,Transfer
309064,Non-Exempt,4104,18-198-400,55107,7/17/2023,Transfer
227478,Non-Exempt,4104,18-8-1004,55076,10/26/2021,Transferred in
313346,Non-Exempt,4104,18-197-400,55105,11/6/2024,Transfer
319474,Exempt,4104,18-4-S428,55120,9/23/2024,Transfer
319474,Exempt,4104,18-4-S428,55120,2/24/2025,Transfer
317933,Non-Exempt,4104,18-40-1002,55094,3/20/2024,Transfer
318411,Non-Exempt,4104,18-40-1001,55101,8/12/2024,Transfer
318411,Non-Exempt,4104,18-40-1001,55101,10/21/2024,Transfer
317498,Non-Exempt,4104,18-40-1002,55100,7/29/2024,Transfer
323522,Non-Exempt,4104,18-40-1002,55094,9/10/2024,Transfer
322464,Non-Exempt,4104,18-47-401,55138,10/14/2024,Transfer
323645,Non-Exempt,4104,18-47-500,55109,10/30/2024,Transfer
328522,Non-Exempt,4104,18-5-5040,55091,11/4/2024,Transfer
328522,Non-Exempt,4104,18-5-5040,55091,1/9/2025,Transfer
292119,Non-Exempt,4104,18-74-700,55138,9/6/2022,Transfer
292119,Non-Exempt,4104,18-74-700,55138,7/11/2023,Transfer
292119,Non-Exempt,4104,18-74-700,55138,3/19/2024,Transfer
292119,Non-Exempt,4104,18-74-700,55138,5/22/2024,Transfer
292119,Non-Exempt,4104,18-74-700,55138,12/9/2024,Transfer
292117,Non-Exempt,4104,18-2-3080,55091,9/6/2022,Transfer
292117,Non-Exempt,4104,18-2-3080,55091,7/10/2023,Transfer
292117,Non-Exempt,4104,18-2-3080,55091,3/19/2024,Transfer
292117,Non-Exempt,4104,18-2-3080,55091,4/30/2024,Transfer
292117,Non-Exempt,4104,18-2-3080,55091,5/21/2024,Transfer
292117,Non-Exempt,4104,18-2-3080,55091,11/18/2024,Transfer
308567,Non-Exempt,4104,18-40-1002,55089,7/17/2023,Transfer
308567,Non-Exempt,4104,18-40-1002,55089,9/27/2023,Transfer
323025,Non-Exempt,4104,18-47-400,55109,9/17/2024,Transfer
323512,Non-Exempt,4104,18-77-402,55143,8/12/2024,Transfer
323512,Non-Exempt,4104,18-77-402,55143,1/6/2025,Transfer
323511,Non-Exempt,4104,18-17-401,55143,8/12/2024,Transfer
323511,Non-Exempt,4104,18-17-401,55143,1/6/2025,Transfer
305587,Non-Exempt,4104,18-47-400,55113,12/13/2023,Transfer
305587,Non-Exempt,4104,18-47-400,55113,4/2/2024,Transfer
305587,Non-Exempt,4104,18-47-400,55113,10/30/2024,Transfer
291024,Non-Exempt,4104,18-40-1002,55076,3/22/2022,Transfer
324697,Non-Exempt,4104,18-2-3110,55091,8/25/2024,Transfer
306050,Non-Exempt,4104,18-41-1003,55086,11/18/2024,Transfer
279851,Non-Exempt,4104,18-2-3060,55094,8/1/2022,Transfer
279851,Non-Exempt,4104,18-2-3060,55094,9/23/2022,Transfer
279851,Non-Exempt,4104,18-2-3060,55094,11/28/2023,Transfer
279851,Non-Exempt,4104,18-2-3060,55094,2/26/2024,Transfer
279851,Non-Exempt,4104,18-2-3060,55094,3/21/2024,Transfer
307810,Non-Exempt,4104,18-8-1004,55085,5/15/2023,Transfer
309402,Non-Exempt,4104,18-40-1002,55091,8/14/2024,Transfer
307670,Non-Exempt,4104,18-41-1001,55086,11/18/2024,Transfer
328120,Exempt,4104,18-2-S271,55113,10/7/2024,Transfer
296560,Non-Exempt,4104,18-41-1002,55100,8/22/2022,Transfer
296560,Non-Exempt,4104,18-41-1002,55100,9/27/2022,Transfer
296560,Non-Exempt,4104,18-41-1002,55100,12/1/2022,Transfer
317577,Non-Exempt,4104,18-40-1001,55086,3/25/2024,Transfer
309566,Non-Exempt,4104,18-77-101,55138,10/14/2024,Transfer
309566,Non-Exempt,4104,18-77-101,55138,11/13/2024,Transfer
324598,Non-Exempt,4104,18-47-403,55138,10/14/2024,Transfer
324598,Non-Exempt,4104,18-47-403,55138,11/13/2024,Transfer
311780,Non-Exempt,4104,18-40-1002,55086,4/18/2024,Transfer
311780,Non-Exempt,4104,18-40-1002,55086,8/20/2024,Transfer
324410,Non-Exempt,4104,18-197-500,55105,11/18/2024,Transfer
324410,Non-Exempt,4104,18-197-500,55105,11/18/2024,Transfer
272227,Non-Exempt,4104,18-77-401,55109,10/10/2023,Transfer
272227,Non-Exempt,4104,18-77-401,55109,11/30/2023,Transfer
305391,Non-Exempt,4104,18-8-1005,55123,6/1/2023,Transfer
305391,Non-Exempt,4104,18-8-1005,55123,8/17/2023,Transfer
305391,Non-Exempt,4104,18-8-1005,55123,11/12/2024,Transfer
299579,Exempt,4104,18-5-S507,55138,2/12/2025,Transfer
299579,Non-Exempt,4104,18-5-S507,55138,10/26/2022,Transfer
299579,Non-Exempt,4104,18-5-S507,55138,11/15/2022,Transfer
299579,Non-Exempt,4104,18-5-S507,55138,3/6/2023,Transfer
299579,Non-Exempt,4104,18-5-S507,55138,7/10/2023,Transfer
299579,Non-Exempt,4104,18-5-S507,55138,9/12/2023,Transfer
283126,Non-Exempt,4104,18-8-1006,55081,10/25/2021,Transferred in
283126,Non-Exempt,4104,18-8-1006,55081,3/9/2022,Transfer
248479,Non-Exempt,4104,18-5-S521,55086,7/25/2022,Transfer
306723,Non-Exempt,4104,18-47-500,55113,6/11/2024,Transfer
306723,Non-Exempt,4104,18-47-500,55113,8/28/2024,Transfer
295130,Non-Exempt,4104,18-40-1002,55086,9/27/2022,Transfer
295130,Non-Exempt,4104,18-40-1002,55086,10/25/2022,Transfer
318745,Non-Exempt,4104,18-5-5160,55094,9/17/2024,Transfer
294896,Non-Exempt,4104,18-197-500,55105,8/15/2023,Transfer
294896,Non-Exempt,4104,18-197-500,55105,9/19/2023,Transfer
294896,Non-Exempt,4104,18-197-500,55105,11/28/2023,Transfer
274613,Non-Exempt,4104,18-41-1001,55094,3/20/2024,Transfer
289096,Non-Exempt,4104,18-40-1002,55076,10/13/2021,Transferred in
307776,Non-Exempt,4104,18-795-400,55109,7/16/2024,Transfer
299433,Non-Exempt,4104,18-77-501,55109,11/8/2022,Transfer
299433,Non-Exempt,4104,18-77-501,55109,6/19/2023,Transfer
323669,Non-Exempt,4104,18-17-401,55137,1/6/2025,Transfer
306698,Non-Exempt,4104,18-5-5080,55128,3/18/2024,Transfer
306698,Non-Exempt,4104,18-5-5080,55128,2/3/2025,Transfer
302957,Non-Exempt,4104,18-40-1003,55086,3/27/2023,Transfer
302957,Non-Exempt,4104,18-40-1003,55086,10/9/2023,Transfer
322312,Non-Exempt,4104,18-47-401,55138,9/16/2024,Transfer
311129,Non-Exempt,4104,18-41-1002,55076,8/28/2023,Transfer
311129,Non-Exempt,4104,18-41-1002,55076,10/19/2023,Transfer
286482,Non-Exempt,4104,18-74-601,55113,8/22/2022,Transfer
286482,Non-Exempt,4104,18-74-601,55113,11/3/2022,Transfer
286482,Non-Exempt,4104,18-74-601,55113,6/12/2023,Transfer
286482,Non-Exempt,4104,18-74-601,55113,11/6/2023,Transfer
286482,Non-Exempt,4104,18-74-601,55113,1/29/2024,Transfer
286482,Non-Exempt,4104,18-74-601,55113,8/5/2024,Transfer
306793,Non-Exempt,4104,18-198-500,55107,10/31/2023,Transfer
292771,Non-Exempt,4104,18-197-600,55105,5/16/2022,Transfer
292771,Non-Exempt,4104,18-197-600,55105,8/22/2022,Transfer
292771,Non-Exempt,4104,18-197-600,55105,9/14/2023,Transfer
292771,Non-Exempt,4104,18-197-600,55105,10/31/2023,Transfer
292771,Non-Exempt,4104,18-197-600,55105,8/12/2024,Transfer
292771,Non-Exempt,4104,18-197-600,55105,11/18/2024,Transfer
304190,Non-Exempt,4104,18-40-1002,55086,11/7/2023,Transfer
315527,Non-Exempt,4104,18-74-101,55113,2/5/2024,Transfer
315527,Non-Exempt,4104,18-74-101,55113,8/9/2024,Transfer
315527,Non-Exempt,4104,18-74-101,55113,9/3/2024,Transfer
318972,Non-Exempt,4104,18-5-5030,55086,5/20/2024,Transfer
323162,Exempt,4104,18-2-S266,55093,1/27/2025,Transfer
305695,Non-Exempt,4104,18-47-400,55113,5/14/2024,Transfer
305695,Non-Exempt,4104,18-47-400,55113,11/4/2024,Transfer
311653,Non-Exempt,4104,18-30-1000,55094,11/28/2023,Transfer
317587,Non-Exempt,4104,18-40-1002,55086,3/25/2024,Transfer
302258,Non-Exempt,4104,18-41-1002,55105,10/24/2023,Transfer
292769,Non-Exempt,4104,18-197-400,55105,9/14/2023,Transfer
292769,Non-Exempt,4104,18-197-400,55105,10/31/2023,Transfer
292769,Non-Exempt,4104,18-197-400,55105,8/15/2024,Transfer
275791,Non-Exempt,4104,18-74-500,55113,6/20/2023,Transfer
275791,Non-Exempt,4104,18-74-500,55113,6/5/2024,Transfer
275791,Non-Exempt,4104,18-74-500,55113,8/27/2024,Transfer
308130,Non-Exempt,4104,18-40-1001,55090,7/25/2023,Transfer
291295,Non-Exempt,4104,18-296-507,55723,3/27/2023,Transfer
324630,Non-Exempt,4104,18-77-501,55109,10/28/2024,Transfer
300496,Non-Exempt,4104,18-41-1002,55086,11/8/2022,Transfer
275805,Exempt,4104,18-2-S231,55113,6/5/2023,Transfer
275805,Exempt,4104,18-2-S231,55113,11/6/2023,Transfer
275805,Exempt,4104,18-2-S231,55113,1/29/2024,Transfer
275805,Exempt,4104,18-2-S231,55113,8/12/2024,Transfer
275805,Non-Exempt,4104,18-2-S231,55113,6/1/2022,Transfer
275805,Non-Exempt,4104,18-2-S231,55113,7/18/2022,Transfer
302260,Non-Exempt,4104,18-41-1002,55105,10/24/2023,Transfer
302397,Non-Exempt,4104,18-40-1002,55087,1/10/2023,Transfer
309922,Non-Exempt,4104,18-77-101,55113,3/26/2024,Transfer
309922,Non-Exempt,4104,18-77-101,55113,8/28/2024,Transfer
312307,Non-Exempt,4104,18-40-1001,55076,10/19/2023,Transfer
303057,Non-Exempt,4104,18-64-1002,55086,1/9/2023,Transfer
303057,Non-Exempt,4104,18-64-1002,55086,6/13/2023,Transfer
303057,Non-Exempt,4104,18-64-1002,55086,11/7/2023,Transfer
303057,Non-Exempt,4104,18-64-1002,55086,7/25/2024,Transfer
303056,Non-Exempt,4104,18-40-1002,55086,1/10/2023,Transfer
306653,Non-Exempt,4104,18-40-1002,55090,6/20/2023,Transfer
302660,Non-Exempt,4104,18-40-1003,55086,1/10/2023,Transfer
302660,Non-Exempt,4104,18-40-1003,55086,2/28/2023,Transfer
303950,Non-Exempt,4104,18-40-1002,55085,2/23/2023,Transfer
303950,Non-Exempt,4104,18-40-1002,55085,6/13/2023,Transfer
289672,Non-Exempt,4104,18-74-500,55113,11/8/2022,Transfer
289672,Non-Exempt,4104,18-74-500,55113,6/12/2023,Transfer
289672,Non-Exempt,4104,18-74-500,55113,8/5/2024,Transfer
323681,Non-Exempt,4104,18-47-400,55113,11/11/2024,Transfer
291294,Non-Exempt,4104,18-77-501,55109,3/27/2023,Transfer
291294,Non-Exempt,4104,18-77-501,55109,6/1/2023,Transfer
291294,Non-Exempt,4104,18-77-501,55109,7/10/2024,Transfer
291294,Non-Exempt,4104,18-77-501,55109,10/28/2024,Transfer
291722,Non-Exempt,4104,18-30-1002,55079,2/21/2022,Transfer
291719,Non-Exempt,4104,18-30-1000,55079,2/21/2022,Transfer
313497,Non-Exempt,4104,18-40-1001,55311,3/28/2024,Transfer
313497,Non-Exempt,4104,18-40-1001,55311,8/28/2024,Transfer
295634,Exempt,4104,18-2-S268,55093,9/19/2022,Transfer
292175,Non-Exempt,4104,18-197-400,55105,10/10/2023,Transfer
292175,Non-Exempt,4104,18-197-400,55105,11/30/2023,Transfer
292175,Non-Exempt,4104,18-197-400,55105,4/24/2024,Transfer
290261,Non-Exempt,4104,18-74-403,55812,6/28/2022,Transfer
290261,Non-Exempt,4104,18-74-403,55812,7/6/2022,Transfer
290261,Non-Exempt,4104,18-74-403,55812,5/21/2024,Transfer
301602,Non-Exempt,4104,18-40-1003,55087,11/3/2022,Transfer
301598,Non-Exempt,4104,18-40-1003,55087,11/3/2022,Transfer
320393,Exempt,4104,18-5-S507,55143,8/12/2024,Transfer
291793,Exempt,4104,18-2-S231,55309,6/3/2022,Transfer
274628,Exempt,4104,18-2-S268,55309,10/11/2021,Transfer
274628,Exempt,4104,18-2-S268,55309,8/22/2022,Transfer
275638,Non-Exempt,4104,18-6-A622,55309,10/11/2021,Transfer
322798,Non-Exempt,4104,18-8-1004,55091,11/7/2024,Transfer
308709,Non-Exempt,4104,18-41-1003,55123,7/17/2023,Transfer
308709,Non-Exempt,4104,18-41-1003,55123,9/27/2023,Transfer
308709,Non-Exempt,4104,18-41-1003,55123,2/22/2024,Transfer
312766,Non-Exempt,4104,18-74-102,55126,2/17/2025,Transfer
317012,Non-Exempt,4104,18-2-3050,55120,3/13/2024,Transfer
316052,Non-Exempt,4104,18-299-422,55117,4/29/2024,Transfer
316052,Non-Exempt,4104,18-299-422,55117,12/2/2024,Transfer
318743,Non-Exempt,4104,18-47-600,55109,7/29/2024,Transfer
324162,Non-Exempt,4104,18-30-1000,55311,9/12/2024,Transfer
317419,Non-Exempt,4104,18-8-1005,55126,2/13/2025,Transfer
319941,Non-Exempt,4104,18-40-1003,55100,8/19/2024,Transfer
319941,Non-Exempt,4104,18-40-1003,55100,10/21/2024,Transfer
319941,Non-Exempt,4104,18-40-1003,55100,10/21/2024,Transfer
296913,Non-Exempt,4104,18-2-3050,55801,7/6/2022,Transfer
296913,Non-Exempt,4104,18-2-3050,55801,4/24/2023,Transfer
296913,Non-Exempt,4104,18-2-3050,55801,10/16/2023,Transfer
291116,Non-Exempt,4104,18-41-1003,55094,2/21/2022,Transfer
291116,Non-Exempt,4104,18-41-1003,55094,6/28/2022,Transfer
291116,Non-Exempt,4104,18-41-1003,55094,5/5/2023,Transfer
291116,Non-Exempt,4104,18-41-1003,55094,6/12/2023,Transfer
291116,Non-Exempt,4104,18-41-1003,55094,10/3/2023,Transfer
291116,Non-Exempt,4104,18-41-1003,55094,1/23/2024,Transfer
270308,Non-Exempt,4104,18-77-701,55138,12/2/2024,Transfer
294659,Non-Exempt,4104,18-77-402,55138,7/6/2022,Transfer
294659,Non-Exempt,4104,18-77-402,55138,3/14/2023,Transfer
308310,Exempt,4104,18-2-S264,55305,5/9/2023,Transfer
284372,Non-Exempt,4104,18-40-1002,55101,11/1/2023,Transfer
284372,Non-Exempt,4104,18-40-1002,55101,1/17/2024,Transfer
284372,Non-Exempt,4104,18-40-1002,55101,7/11/2024,Transfer
284434,Non-Exempt,4104,18-40-1002,55087,2/23/2023,Transfer
311126,Non-Exempt,4104,18-47-101,55126,2/7/2025,Transfer
317818,Non-Exempt,4104,18-40-1002,55105,6/5/2024,Transfer
304255,Non-Exempt,4104,18-47-101,55113,10/5/2023,Transfer
304255,Non-Exempt,4104,18-47-101,55113,10/1/2024,Transfer
321921,Non-Exempt,4104,18-30-1002,55123,1/6/2025,Transfer
295543,Exempt,4104,18-4-S444,5508201,7/10/2023,Transfer
323238,Non-Exempt,4104,18-40-1001,55094,8/19/2024,Transfer
319332,Non-Exempt,4104,18-197-400,55105,8/5/2024,Transfer
319332,Non-Exempt,4104,18-197-400,55105,8/20/2024,Transfer
319332,Non-Exempt,4104,18-197-400,55105,11/6/2024,Transfer
291864,Non-Exempt,4104,18-77-703,55123,4/19/2022,Transfer
291864,Non-Exempt,4104,18-77-703,55123,8/9/2022,Transfer
291864,Non-Exempt,4104,18-77-703,55123,5/16/2023,Transfer
291864,Non-Exempt,4104,18-77-703,55123,4/9/2024,Transfer
286736,Non-Exempt,4104,18-8-1006,55094,5/16/2022,Transfer
286736,Non-Exempt,4104,18-8-1006,55094,12/18/2022,Transfer
318429,Non-Exempt,4104,18-47-102,55143,5/7/2024,Transfer
318429,Non-Exempt,4104,18-47-102,55143,10/7/2024,Transfer
322700,Non-Exempt,4104,18-47-500,55109,10/28/2024,Transfer
290193,Exempt,4104,18-4-S442,55089,2/20/2022,Transfer
311574,Exempt,4104,18-2-S231,55117,8/7/2023,Transfer
311574,Exempt,4104,18-2-S231,55117,12/1/2023,Transfer
316441,Non-Exempt,4104,18-41-1001,55100,2/22/2024,Transfer
306021,Non-Exempt,4104,18-77-402,55113,8/20/2024,Transfer
306021,Non-Exempt,4104,18-77-402,55113,10/23/2024,Transfer
318357,Non-Exempt,4104,18-77-400,55138,11/13/2024,Transfer
286012,Non-Exempt,4104,18-8-1005,55094,4/23/2024,Transfer
286012,Non-Exempt,4104,18-8-1005,55094,7/23/2024,Transfer
302456,Non-Exempt,4104,18-77-702,55126,7/23/2024,Transfer
302456,Non-Exempt,4104,18-77-702,55126,10/9/2024,Transfer
302456,Non-Exempt,4104,18-77-702,55126,2/10/2025,Transfer
295417,Non-Exempt,4104,18-17-403,55126,11/13/2024,Transfer
307874,Non-Exempt,4104,18-40-1002,55100,1/3/2024,Transfer
310445,Non-Exempt,4104,18-748-400,55307,7/31/2023,Transfer
310445,Non-Exempt,4104,18-748-400,55307,8/7/2023,Transfer
308545,Non-Exempt,4104,18-40-1002,55093,10/16/2023,Transfer
322252,Non-Exempt,4104,18-40-1002,55100,8/19/2024,Transfer
322252,Non-Exempt,4104,18-40-1002,55100,10/21/2024,Transfer
321059,Non-Exempt,4104,18-47-101,55113,8/12/2024,Transfer
321059,Non-Exempt,4104,18-47-101,55113,8/12/2024,Transfer
290471,Non-Exempt,4104,18-2-S268,55100,5/23/2022,Transfer
290471,Non-Exempt,4104,18-2-S268,55100,10/21/2022,Transfer
290471,Non-Exempt,4104,18-2-S268,55100,5/1/2023,Transfer
290471,Non-Exempt,4104,18-2-S268,55100,12/5/2023,Transfer
317314,Non-Exempt,4104,18-47-101,55113,3/28/2024,Transfer
317314,Non-Exempt,4104,18-47-101,55113,10/30/2024,Transfer
274647,Non-Exempt,4104,18-40-1002,55076,10/26/2021,Transferred in
274647,Non-Exempt,4104,18-40-1002,55076,3/22/2022,Transfer
322823,Non-Exempt,4104,18-47-101,55143,10/28/2024,Transfer
313085,Non-Exempt,4104,18-41-1002,55094,10/19/2023,Transfer
303671,Non-Exempt,4104,18-2-3110,55091,4/4/2023,Transfer
303671,Non-Exempt,4104,18-2-3110,55091,4/24/2023,Transfer
303671,Non-Exempt,4104,18-2-3110,55091,8/28/2023,Transfer
303671,Non-Exempt,4104,18-2-3110,55091,1/7/2025,Transfer
303227,Non-Exempt,4104,18-77-405,55143,8/22/2023,Transfer
303227,Non-Exempt,4104,18-77-405,55143,11/9/2023,Transfer
303227,Non-Exempt,4104,18-77-405,55143,12/5/2023,Transfer
303227,Non-Exempt,4104,18-77-405,55143,12/12/2023,Transfer
303227,Non-Exempt,4104,18-77-405,55143,9/9/2024,Transfer
291351,Non-Exempt,4104,18-41-1003,55100,6/12/2023,Transfer
291351,Non-Exempt,4104,18-41-1003,55100,7/29/2024,Transfer
320007,Exempt,4104,18-4-S429,55105,10/14/2024,Transfer
320007,Exempt,4104,18-4-S429,55105,1/6/2025,Transfer
323157,Non-Exempt,4104,18-41-1003,55123,2/5/2025,Transfer
317822,Non-Exempt,4104,18-197-400,55105,8/15/2024,Transfer
317822,Non-Exempt,4104,18-197-400,55105,11/18/2024,Transfer
307183,Non-Exempt,4104,18-8-1005,55113,10/10/2023,Transfer
307183,Non-Exempt,4104,18-8-1005,55113,11/13/2024,Transfer
307183,Non-Exempt,4104,18-8-1005,55113,2/20/2025,Transfer
316276,Non-Exempt,4104,18-30-1002,55094,6/24/2024,Transfer
310989,Non-Exempt,4104,18-197-400,55105,3/14/2024,Transfer
310989,Non-Exempt,4104,18-197-400,55105,8/27/2024,Transfer
310989,Non-Exempt,4104,18-197-400,55105,11/18/2024,Transfer
284338,Non-Exempt,4104,18-30-1001,55091,2/21/2022,Transfer
284338,Non-Exempt,4104,18-30-1001,55091,11/28/2022,Transfer
284338,Non-Exempt,4104,18-30-1001,55091,6/25/2024,Transfer
284338,Non-Exempt,4104,18-30-1001,55091,12/11/2024,Transfer
318045,Non-Exempt,4104,18-5-5090,55122,1/21/2025,Transfer
275723,Non-Exempt,4104,18-8-1005,55123,10/31/2023,Transfer
307671,Non-Exempt,4104,18-199-101,55117,6/19/2023,Transfer
307671,Non-Exempt,4104,18-199-101,55117,8/7/2023,Transfer
